"Response.var","Rank","AICc","Del.AICc","Sigma.2","Log.likelihood","Covar","Covar.coefs","Covar.coef.SE"
"Peak_depth_m","2",35.75,1.77,0,15.34,"EM",1.1,0
"Peak_depth_m","2",35.75,1.77,0,15.34,"Cmax_DIN_ugL",-1.83,0.02
"Peak_depth_m","2",35.75,1.77,0,15.34,"SRPmax_depth_m",-0.37,0
"Peak_depth_m","2",35.75,1.77,0,15.34,"DINmax_depth_m",0.13,0.02
"Peak_depth_m","2",35.75,1.77,0,15.34,"DINmax_ugL",2.42,0.02
"Peak_depth_m","2",35.75,1.77,0,15.34,"DOCmax_depth_m",0.69,0.02
"Peak_depth_m","2",35.75,1.77,0,15.34,"Temp_C",-3.11,0.03
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"ar1",-2.7,0.1
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"ar2",-2.57,0.18
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"ar3",-0.85,0.1
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"intercept",2.16,0.02
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"EM",0.57,0.01
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"Cmax_SRP_ugL",0.96,0.02
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"SRPmax_depth_m",-0.25,0.01
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"DINmax_ugL",0.8,0.02
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"DOCmax_depth_m",0.53,0.03
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"Temp_C",-0.68,0.03
"Peak_magnitude_ugL","1",14.63,0,0,20.29,"thermo.depth",-0.22,0.03
"Peak_width_m","1",65.65,0,0.14,-13.66,"ar1",-1.75,0.07
"Peak_width_m","1",65.65,0,0.14,-13.66,"ar2",-0.92,0.08
"Peak_width_m","1",65.65,0,0.14,-13.66,"intercept",6.77,0.19
"Peak_width_m","1",65.65,0,0.14,-13.66,"Cmax_SRP_ugL",-3.08,0.2
"Peak_width_m","1",65.65,0,0.14,-13.66,"Cmax_DIN_ugL",-2.97,0.16
"Peak_width_m","1",65.65,0,0.14,-13.66,"Cmax_DOC_mgL",3.9,0.13
"Peak_width_m","1",65.65,0,0.14,-13.66,"SRPmax_depth_m",-0.58,0.09
"Peak_width_m","1",65.65,0,0.14,-13.66,"DOCmax_depth_m",-0.45,0.21
"Peak_width_m","1",65.65,0,0.14,-13.66,"thermo.depth",-0.59,0.13
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"ar1",-1.71,0.05
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"ar2",-0.95,0.05
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"intercept",5.6,0.11
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"Cmax_SRP_ugL",-1.97,0.2
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"Cmax_DIN_ugL",-2.3,0.15
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"Cmax_DOC_mgL",3.98,0.13
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"SRPmax_depth_m",-0.76,0.08
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"DINmax_depth_m",-1.05,0.11
"Peak_width_m","2",66.16,0.51,0.15,-13.91,"DOCmax_depth_m",-0.69,0.14
"Peak_magnitude_ugL","null",64.27,1.38,0.76,-28.5,"ar1",0.35,0.19
"Peak_magnitude_ugL","null",64.27,1.38,0.76,-28.5,"intercept",2.42,0.26
"Peak_width_m","null",93.54,27.89,2.68,-43.14,"ma1",0.59,0.25
"Peak_width_m","null",93.54,27.89,2.68,-43.14,"intercept",3.17,0.51
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"HOx",5.53,0.07
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"EM",0.55,0.03
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"Cmax_SRP_ugL",0.2,0.04
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"Cmax_DIN_ugL",-0.18,0.03
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"Cmax_DOC_mgL",0.31,0.04
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"SRPmax_depth_m",-0.18,0.03
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"DINmax_depth_m",0.14,0.04
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"DINmax_ugL",0.56,0.08
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"DOCmax_depth_m",0.58,0.04
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"Temp_C",-0.15,0.06
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"thermo.depth",-0.42,0.05
"Max_biomass_ugL","global",26.46,39.19,0.01,19.99,"Kd",-0.11,0.03
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"HOx",8.66,0.31
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"EM",1.84,0.14
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"Cmax_SRP_ugL",0.67,0.18
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"Cmax_DIN_ugL",-1.14,0.15
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"Cmax_DOC_mgL",-0.2,0.18
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"SRPmax_depth_m",-0.34,0.12
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"DINmax_depth_m",-0.15,0.19
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"DINmax_ugL",3.56,0.34
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"DOCmax_depth_m",1.73,0.16
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"Temp_C",-2.37,0.25
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"thermo.depth",-1.13,0.21
"Peak_depth_m","global",70.3,4.65,0.1,-1.93,"Kd",-0.8,0.12
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"HOx",4.59,0.27
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"EM",0.84,0.12
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"Cmax_SRP_ugL",0.12,0.16
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"Cmax_DIN_ugL",-0.09,0.13
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"Cmax_DOC_mgL",0.72,0.16
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"SRPmax_depth_m",-0.25,0.1
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"DINmax_depth_m",0.51,0.17
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"DINmax_ugL",0.21,0.31
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"DOCmax_depth_m",1.06,0.14
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"Temp_C",-0.06,0.22
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"thermo.depth",-0.84,0.19
"Peak_magnitude_ugL","global",66.73,1.08,0.08,-0.14,"Kd",-0.01,0.11
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"HOx",8.93,1.17
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"EM",-0.16,0.52
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"Cmax_SRP_ugL",-0.08,0.7
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"Cmax_DIN_ugL",-1.24,0.57
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"Cmax_DOC_mgL",1.92,0.69
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"SRPmax_depth_m",-0.84,0.44
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"DINmax_depth_m",-1.86,0.72
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"DINmax_ugL",2.37,1.3
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"DOCmax_depth_m",-0.62,0.6
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"Temp_C",-1.97,0.94
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"thermo.depth",0.68,0.81
"Peak_width_m","global",110.24,44.59,1.48,-21.9,"Kd",-0.51,0.46
