"Year","Date","HOx","EM1","EM2","EM3","Chem_Depth_m","Cmax_SRP_ugL","Cmax_DIN_ugL","Cmax_DOC_mgL","Grab_Chem_Depth_m","Grab_SRP_ugL","Grab_DIN_ugL","Grab_DOC_mgL","SRPmax_depth_m","SRPmax_ugL","DINmax_depth_m","DINmax_ugL","DOCmax_depth_m","DOCmax_mgL","pz_SRP_mean","pz_DIN_mean","pz_DOC_mean","pz_SRP_CV","pz_DIN_CV","pz_DOC_CV","Temp_DO_Depth_m","Grab_Temp_Depth_m","Temp_C_grab","Temp_C_Cmax","schmidt.stability","n2","thermo.depth","DO_mgL","pH","Kd","perc_light_thermocline","perc_light_Cmax","pz_depth_m","perc_light_grab","Max_biomass_ugL","Peak_depth_m","Peak_magnitude_ugL","Peak_width_m","pz_Temp_C","pz_DO_mgL","pz_pH","interp_pz_depth_m","WRT_day"
2016,2016-04-25,1,0,1,0,6.2,5,11,1.6,5,5,5,1.7,1.6,6,6.2,11,1.6,1.8,5.2,6.8,1.68,0.09,0.37,0.05,6.2,5,10.9,9.1,13.0039894057144,0.00317179241360836,3.31938825395016,9.05,5.76,0.788253033165957,6.45683151718357,1.05280804694049,6.2,2.68147527242246,17.63,5.99,10.1322580645161,4.29,14.0714285714286,9.65285714285714,6.37285714285714,NA,42.5562645961053
2016,2016-05-02,1,0,1,0,6.2,5,17,1.7,6.2,5,17,1.7,3.8,8,8,41,NA,NA,6.5,14.6666666666667,1.68333333333333,0.19,0.92,0.02,5.9,6.2,9.4,9.6,20.0167575088101,0.00452850753577879,3.05580212194591,10,NA,0.677543744393727,11.3644524236984,1.80610412926391,8,1.80610412926391,13.97,5.94,4.90257142857143,4.48,13.7555555555556,9.97333333333333,6.4225,NA,39.7911569113411
2016,2016-05-09,1,0,1,0,5,7,6,1.7,5,7,6,1.7,NA,NA,6.2,36,0.1,1.9,6.2,13,1.8,0.13,0.99,0.04,4.7,5,11.2,12,13.5938465924251,0.00312571355156841,4.21465340248426,8.46,NA,0.745579127755567,9.15249134427217,3.80852024687641,6.2,3.80852024687641,9.61,4.68,2.82333333333333,4.16,14.4142857142857,9.27428571428571,6.37285714285714,NA,43.0043136366289
2016,2016-05-16,1,0,1,0,6.2,9,16,1.3,5,10,4,1.4,0.1,12,6.2,16,3.8,1.7,9,9,1.48,0.33,0.6,0.1,5.608,4.997,11.1901,10.1831,12.6082799680227,0.0045136973968958,3.42121338205086,12.60979,6.62,0.716024095400322,10.4810495626822,1.49271137026239,6.2,3.59183673469388,15.98,5.61,6.84010752688172,5.21,14.4057377952756,9.37454448818898,6.85857142857143,2.569,45.6282020354039
2016,2016-05-23,1,0,1,0,6.2,NA,NA,1.4,6.2,NA,NA,1.4,3.8,16,0.1,24,NA,NA,10.75,13.5,1.56,0.33,0.64,0.09,5.842,6.001,10.373,10.3896,13.3449971763047,0.0043518886836738,3.29424610277806,13.38525,6.36,0.907754263913134,15.5263157894737,0.631578947368421,6.2,0.631578947368421,17.42,5.85,7.76051282051282,3.36,14.1037431924883,9.5935876056338,6.66714285714286,2.569,40.2263383860088
2016,2016-05-30,1,1,1,1,5,12,9,1.7,6.2,3,16,1.3,NA,NA,1.6,52,5,1.7,9.25,17.5,1.6,0.46,1.32,0.05,5.408,6.198,10.6469,10.7166,26.084392676875,0.0038714191114705,3.80345973213649,14.11117,6.72,0.879383833483033,3.12050739957717,1.19873150105708,5,0.413319238900634,9.09,5.41,2.03972222222222,2.37,17.7414910493827,9.76110465020576,6.90933333333333,2.569,46.3598582229282
2016,2016-06-06,1,1,1,1,3.8,7,17,1.6,3.8,7,17,1.6,5,15,0.1,19,0.1,1.9,9,14.25,1.725,0.45,0.37,0.07,3.681,3.797,16.4542,16.5932,35.6912306974633,0.00755328876260661,2.1859422217958,11.02286,6.41,1.04297440839534,3.17073170731707,1.83449477351916,5,1.83449477351916,14.43,3.68,4.94494382022472,4.43,18.7896023861171,9.92781,6.82833333333333,2.569,57.8461127021402
2016,2016-06-13,1,1,1,1,5,12,9,1.8,5,12,9,1.8,3.8,14,0.1,13,0.1,2.1,11.8,10.4,1.86,0.15,0.16,0.12,4.825,5.003,13.9289,14.3834,29.4337089392902,0.00423638299598883,3.92312293262218,6.25215,7.26,0.789965718097909,6.275,2.69166666666667,6.2,2.69166666666667,25.27,4.82,14.5055208333333,3.38,18.2445148387097,9.94807780645161,7.36714285714286,2.569,93.2171536563805
2016,2016-06-20,1,0,1,1,3.8,14,10,2.2,3.8,14,10,2.2,3.8,14,5,11,3.8,2.2,9.75,8.5,1.975,0.32,0.28,0.11,4.212,3.802,17.9427,16.6538,32.1920958182945,0.00744455459097667,3.38342222196581,8.9983,7.04,0.903609078698925,3.30082041932543,3.30082041932543,5,3.30082041932543,27.16,4.21,15.7170886075949,2.64,20.3817753816794,10.436310610687,7.14833333333333,2.569,75.6649950509799
2016,2016-06-27,1,1,1,2,5,4,10,1.6,5,4,10,1.6,NA,NA,0.1,11,3.8,2.1,6.75,8.75,1.925,0.28,0.24,0.12,4.596,5.005,13.9481,15.412,28.6585887306476,0.00613537425091527,3.40852224468792,4.7241,6.13,0.83743842364532,NA,NA,5.684,NA,22.83,4.59,12.1245299145299,3.47,21.0202555944056,7.39580688811189,6.90387096774194,2.569,60.3057729453775
2016,2016-07-05,1,1,1,2,3.8,7,14,1.8,3.8,7,14,1.8,1.6,10,8,55,0.1,2,7,23,1.68571428571429,0.31,0.95,0.11,3.052,3.801,19.939,21.2015,20.6349888674142,0.00544160587835016,5.30840317472779,8.57762,6.7,0.682609249779058,4.68571428571429,8.57142857142857,9,8.57142857142857,14.42,3.06,4.96637168141593,4.89,18.1201229249012,8.92368770750988,6.31714285714286,2.569,51.4639054896189
2016,2016-07-11,1,1,1,2,3.8,11,12,1.7,3.8,11,12,1.7,0.1,12,6.2,22,0.1,2,10.1666666666667,13.6666666666667,1.81666666666667,0.18,0.33,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631970260223048,NA,NA,7.532,NA,18.5,3.54,9.42144927536232,3.74,19.9732354243542,6.84328732472325,6.69285714285714,2.569,84.7346668568803
2016,2016-07-18,1,0,1,2,3.8,9,4,1.6,3.8,9,4,1.6,NA,NA,5,13,1.6,2.1,10.5,6.75,1.825,0.16,0.62,0.12,3.484,3.8,20.3957,21.2782,35.9975719151826,0.00731710469529533,2.62452075639383,8.08462,6.69,1.08293183454191,8.96385542168675,4.12048192771084,5,4.12048192771084,20.69,3.49,9.59875,4.23,23.2682361702128,7.65485667173252,6.82,2.569,89.1028546917697
2016,2016-07-25,1,1,1,3,6.2,7,93,2.5,6.2,7,93,2.5,3.8,13,5,11,0.1,3.7,10.75,8.5,2.425,0.21,0.28,0.36,6.208,5.998,13.9453,13.7139,42.0594127402525,0.00868939583185434,2.67111384681078,8.21393,5.94,1.13864988399018,7.52032520325203,0.123306233062331,5,0.123306233062331,35.96,6.21,20.9359701492537,4.41,24.227381706098,6.61971239586804,7.01166666666667,2.569,149.026110185668
2016,2016-08-01,1,1,1,3,6.2,13,5,2.1,6.2,13,5,2.1,5,14,3.8,15,3.8,2.4,11,12.25,2.125,0.27,0.18,0.1,6.387,6.192,17.7705,15.4454,24.7769774774788,0.00787062443154109,5.54655917530739,8.33932,6.02,1.11335165820163,1.10032362459547,0.171521035598706,5,0.171521035598706,41.89,6.38,33.7633783783784,0.99,25.8526799642218,5.29753858676207,6.57,2.569,88.0148682441161
2016,2016-08-08,1,1,1,3,5,13,16,2.5,5,13,16,2.5,5,13,3.8,30,3.8,4.1,10.5,21,2.925,0.2,0.43,0.3,4.951,4.986,21.8763,21.9317,18.4244614969733,0.00844789954367303,5.48885985167982,0.18211,6.11,0.837605087741998,1.19214586255259,1.19214586255259,5,1.19214586255259,54.65,4.96,43.7193137254902,1.88,24.6256018292683,4.99091195121951,6.6,2.569,89.5206052924383
2016,2016-08-15,1,0,1,3,5,7,72,1.8,5,7,72,1.8,NA,NA,5,72,NA,NA,8.5,26.6666666666667,1.98333333333333,0.43,0.86,0.1,5.07,4.982,21.6172,21.3286,27.7613546813275,0.00806296753534599,5.43240902648035,0.09451,6.19,0.964447961434668,1.79007633587786,1.79007633587786,6.2,1.79007633587786,54.95,5.07,44.9235714285714,3.7,24.1615762931034,3.3144175862069,6.82571428571429,2.569,115.276393245262
2016,2016-08-26,1,0,1,3,3.8,10,19,2.9,3.8,10,19,2.9,0.1,16,5,73,5,3.4,11.5,29.75,2.675,0.39,0.98,0.22,3.43,3.803,25.2342,25.3769,31.4382592740269,0.00802438936550031,4.98665781709335,6.6059,5.19,1.01805850834175,0.957415565345081,4.75770925110132,5,4.75770925110132,36.48,3.43,24.6011,3.84,26.3646851485149,5.59306667326733,5.81166666666667,2.569,188.390296424558
2016,2016-09-02,1,0,1,3,3.8,11,9,2.1,3.8,11,9,2.1,1.6,12,3.8,9,5,2.4,10,7.5,2.225,0.22,0.17,0.06,4.098,3.805,23.9037,23.2067,19.7320586437909,0.00708264973780661,5.16804251989714,0.29266,6.48,1.42833816619588,1.52910052910053,4.98412698412698,5,4.98412698412698,25.59,4.09,11.4160902255639,5.29,24.9323978851964,4.95905652567976,6.676,2.569,222.925873167323
2016,2016-09-09,1,0,1,3,3.8,13,12,7.3,3.8,13,12,7.3,3.8,13,3.8,12,3.8,7.3,11.6666666666667,9.66666666666667,4.33333333333333,0.1,0.26,0.61,3.526,3.796,23.5025,23.737,22.4395133928007,0.00646644704743657,4.86562253639333,3.74743,6.9,1.47150445521055,0.240343347639485,4.88197424892704,5,4.88197424892704,61.3,3.53,48.119453125,3.22,24.1457801960784,6.4656801372549,6.66833333333333,2.569,384.469941648775
2016,2016-09-20,1,0,1,3,5,12,8,3.2,5,12,8,3.2,NA,NA,0.1,21,5,3.2,11.75,14.75,2.675,0.04,0.45,0.14,5,5,21.5,21.5,12.4352061870004,0.00730392227682134,5.39468990707329,0.63,6.12,0.914123396636789,0.291457286432161,0.291457286432161,5,0.291457286432161,25.02,5.28,9.21347457627119,1.1,23.3666666666667,6.91333333333333,7.10333333333333,NA,109.662652195811
2016,2016-09-30,1,0,1,3,1.6,9,33,3.4,1.6,9,33,3.4,0.1,10,1.6,33,1.6,3.4,8.66666666666667,23,3.2,0.18,0.41,0.06,2.024,2,21.5464,21.5449,7.86641525090423,0.00510987071896747,5.54074431528816,5.21379,6.79,1.3512364201677,0.0229357798165138,17.3853211009174,3.8,17.3853211009174,19.38,2.03,9.14355769230769,2.67,21.4388307936508,5.52945017460317,6.682,2.569,24.0946214636377
2016,2016-10-07,1,0,1,3,0.1,12,40,3.6,1.6,9,13,3,0.1,12,0.1,40,0.1,3.6,10.5,20.75,3,0.12,0.65,0.14,0.678,1.605,19.7757,19.6418,1.27428464038847,0.00054783524014881,3.49293747268053,5.49951,6.82,0.783567747446709,1.77944862155388,39.8496240601504,5,16.9423558897243,16.02,0.68,6.21441176470588,4.2,19.6900707269155,6.15693516699411,6.71333333333333,2.569,40.3441904049734
2017,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,2017-05-01,1,0,1,0,0.1,NA,NA,NA,0.1,8,19,2.9,0.1,8,0.1,19,0.1,2.9,8,19,2.9,NA,NA,NA,9,0.1,20.4,9.3,22.7848624287458,0.00371815958152809,1.62531010039974,9.95,6.61,0.867684100937196,15.4356846473029,0.04149377593361,2.8,73.195020746888,21.64,9.39,10.7642,5.41,18.9333333333333,8.71333333333333,6.925,NA,103.99777267871
2017,2017-05-08,1,0,1,0,9,2,19,2.5,1.6,7,8,2.8,3.8,11,NA,NA,1.6,2.8,9.5,10.75,2.7,0.18,0.18,0.03,9,1.6,14.8,9.6,8.99267053420527,0.00217494014774975,4.08775313416038,9.38,NA,1.0811043944451,0.627184466019417,0.00388349514563107,3.8,6.97087378640777,13.87,9.7,5.417,5,14.3,8.39166666666667,6.46666666666667,NA,42.8609731505253
2017,2017-05-15,1,0,1,0,8,6,24,2.5,6.2,8,15,2.8,3.8,12,5,18,1.6,2.7,7.5,11.25,2.45,0.41,0.41,0.1,8,6.2,10,9.9,15.9209080183944,0.00238708746338569,4.01506232631761,9.29,NA,0.972246005249675,1.58096085409253,0.0293594306049822,5,0.170818505338078,8.01,7.25,1.91157894736842,6.33,15.3285714285714,8.54285714285714,NA,NA,51.0056842342012
2017,2017-05-22,1,0,1,0,5,3,19,2.3,3.8,4,8,2.5,0.1,9,5,19,3.8,2.5,6,10.5,2.25,0.49,0.54,0.09,5,3.8,13.3,10.9,23.1370573587243,0.0068223807091299,2.51047438892007,9.86,NA,0.831441559485452,7.32409381663113,1.25799573560768,5,3.31023454157783,5.79,4.69,1.78048780487805,6.94,17.0285714285714,9.19285714285714,NA,NA,126.342809254123
2017,2017-05-29,1,1,1,1,3.8,9,8,2.4,3.8,9,8,2.4,3.8,9,0.1,17,NA,NA,7.66666666666667,12.3333333333333,2.33333333333333,0.2,0.37,0.05,3.8,2.8,15.4,13.8,28.2272194461423,0.00247035646180404,3.92699534264093,7.43,NA,1.36712864006326,0.731452455590387,0.731452455590387,3.8,2.29885057471264,6.51,4.08,3.14562874251497,3.27,18.2909090909091,8.73272727272727,NA,NA,44.4288451616067
2017,2017-06-05,1,1,1,1,5,4,24,3.7,3.8,7,24,2.7,NA,NA,6.2,56,5,3.7,6.4,31.4,2.88,0.28,0.44,0.17,-0.1,-0.1,NA,NA,NA,NA,NA,NA,NA,0.598591549295775,NA,NA,7.952,NA,4.83,5.1,1.72989247311828,4.38,18.575,8.0875,NA,NA,89.2997235476413
