"Response.var","Rank","AICc","Del.AICc","Sigma.2","Log.likelihood","Covar","Covar.coefs","Covar.coef.SE"
"rel_abund_Bacillaria","15",113.37,1.61,0.47,-48.74,"SRPmax_ugL",0.26,0.15
"rel_abund_Bacillaria","15",113.37,1.61,0.47,-48.74,"DOCmax_depth_m",0.2,0.15
"rel_abund_Bacillaria","15",113.37,1.61,0.47,-48.74,"Kd",0.3,0.16
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"ar1",-0.55,0.18
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"intercept",-0.31,0.11
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"HOx",0.47,0.14
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"EM",-0.39,0.11
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"SRPmax_ugL",0.22,0.11
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"DOCmax_depth_m",0.24,0.12
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"Kd",0.63,0.16
"rel_abund_Bacillaria","16",113.38,1.62,0.35,-46.11,"perc_light_thermocline",0.27,0.16
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"EM",-0.3,0.15
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"Cmax_DIN_ugL",0.18,0.17
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"SRPmax_ugL",0.32,0.15
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"DINmax_depth_m",0.04,0.19
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"DOCmax_depth_m",0.32,0.16
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"Kd",0.47,0.19
"rel_abund_Bacillaria","17",113.41,1.64,0.47,-47.46,"perc_light_thermocline",0.3,0.18
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"ar1",-0.56,0.17
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"intercept",-0.29,0.11
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"HOx",0.41,0.13
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"EM",-0.36,0.11
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"SRPmax_ugL",0.17,0.11
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"DOCmax_depth_m",0.19,0.12
"rel_abund_Bacillaria","18",113.47,1.71,0.37,-47.49,"Kd",0.47,0.14
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"EM",-0.31,0.15
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"Cmax_DIN_ugL",0.13,0.17
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"SRPmax_ugL",0.28,0.16
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"DINmax_depth_m",0,0.19
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"DOCmax_depth_m",0.25,0.15
"rel_abund_Bacillaria","19",113.51,1.74,0.5,-48.8,"Kd",0.31,0.17
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"ar1",-0.66,0.15
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"intercept",-0.28,0.1
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"Year",-0.2,0.12
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"HOx",0.44,0.14
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"EM",-0.37,0.11
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"SRPmax_depth_m",-0.23,0.11
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"DINmax_ugL",0,0.13
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"DOCmax_depth_m",0.15,0.12
"rel_abund_Bacillaria","20",113.57,1.8,0.32,-44.82,"Kd",0.38,0.16
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"ar1",-0.6,0.16
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"intercept",-0.28,0.11
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"HOx",0.46,0.15
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"EM",-0.29,0.11
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"SRPmax_depth_m",-0.24,0.12
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"DINmax_ugL",-0.03,0.14
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"DOCmax_depth_m",0.22,0.13
"rel_abund_Bacillaria","21",113.57,1.81,0.35,-46.21,"Kd",0.47,0.16
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"ar1",-0.6,0.15
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"intercept",-0.29,0.1
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"Year",-0.2,0.12
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"HOx",0.36,0.13
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"EM",-0.45,0.12
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"SRPmax_ugL",0.16,0.11
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"DOCmax_depth_m",0.13,0.12
"rel_abund_Bacillaria","22",113.64,1.87,0.35,-46.24,"Kd",0.41,0.13
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"ar1",-0.66,0.14
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"intercept",-0.27,0.09
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"Year",-0.2,0.11
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"HOx",0.42,0.13
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"EM",-0.42,0.11
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"SRPmax_depth_m",-0.19,0.11
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"SRPmax_ugL",0.11,0.1
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"DOCmax_depth_m",0.16,0.12
"rel_abund_Bacillaria","23",113.65,1.89,0.32,-44.86,"Kd",0.37,0.13
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"ar1",-0.6,0.16
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"intercept",-0.27,0.1
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"HOx",0.46,0.13
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"EM",-0.33,0.11
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"SRPmax_depth_m",-0.19,0.12
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"SRPmax_ugL",0.12,0.11
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"DOCmax_depth_m",0.22,0.12
"rel_abund_Bacillaria","24",113.71,1.95,0.35,-46.28,"Kd",0.44,0.13
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"ar1",0.68,0.11
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"ma1",0.69,0.59
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"SRPmax_depth_m",0.29,0.09
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"DINmax_depth_m",0.25,0.11
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"DOCmax_depth_m",0.26,0.09
"rel_abund_Cryptophytes","1",87.62,0,0.11,-35.86,"perc_light_thermocline",0.07,0.09
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"ar1",0.68,0.11
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"ma1",0.75,0.83
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"SRPmax_depth_m",0.29,0.09
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"DINmax_depth_m",0.27,0.11
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"DOCmax_depth_m",0.26,0.09
"rel_abund_Cryptophytes","2",88.25,0.63,0.11,-36.18,"Kd",0.01,0.12
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"ar1",0.65,0.12
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"ma1",0.65,0.52
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"Year",-0.27,0.23
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"SRPmax_depth_m",0.29,0.09
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"DINmax_depth_m",0.26,0.11
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"DOCmax_depth_m",0.26,0.09
"rel_abund_Cryptophytes","3",88.97,1.35,0.12,-35.24,"perc_light_thermocline",0.08,0.09
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"ar1",0.8,0.08
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"SRPmax_depth_m",0.36,0.1
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"DINmax_depth_m",0.22,0.11
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"DINmax_ugL",-0.24,0.16
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"DOCmax_depth_m",0.21,0.09
"rel_abund_Cryptophytes","4",89.59,1.97,0.18,-36.85,"perc_light_thermocline",0.05,0.1
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"ar1",0.68,0.11
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"ma1",0.65,0.5
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"EM",0.09,0.12
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"SRPmax_depth_m",0.28,0.09
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"DINmax_depth_m",0.25,0.1
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"DOCmax_depth_m",0.29,0.09
"rel_abund_Cryptophytes","5",89.6,1.98,0.12,-35.56,"perc_light_thermocline",0.07,0.09
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"ar1",0.84,0.07
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"Year",0.47,0.35
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"Cmax_DIN_ugL",0.03,0.09
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"SRPmax_depth_m",-0.04,0.1
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"DINmax_depth_m",-0.22,0.11
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"DOCmax_depth_m",-0.1,0.1
"rel_abund_Cyanobacteria","1",93.11,0,0.18,-37.31,"perc_light_thermocline",-0.24,0.1
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"ar1",0.84,0.07
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"Year",0.5,0.35
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"SRPmax_depth_m",-0.05,0.1
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"DINmax_depth_m",-0.22,0.11
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"DOCmax_depth_m",-0.08,0.09
"rel_abund_Cyanobacteria","2",93.13,0.02,0.19,-38.62,"perc_light_thermocline",-0.25,0.1
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"ar1",0.84,0.07
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"Year",0.47,0.35
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"SRPmax_ugL",-0.05,0.12
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"DINmax_depth_m",-0.22,0.11
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"DOCmax_depth_m",-0.08,0.09
"rel_abund_Cyanobacteria","3",93.21,0.1,0.19,-38.65,"perc_light_thermocline",-0.24,0.1
"rel_abund_Cyanobacteria","4",93.35,0.24,0.18,-39.96,"Cmax_DIN_ugL",0.03,0.09
"rel_abund_Cyanobacteria","4",93.35,0.24,0.18,-39.96,"SRPmax_ugL",-0.07,0.12
"rel_abund_Cyanobacteria","4",93.35,0.24,0.18,-39.96,"DINmax_depth_m",-0.22,0.1
"rel_abund_Cyanobacteria","4",93.35,0.24,0.18,-39.96,"DOCmax_depth_m",-0.11,0.1
"rel_abund_Cyanobacteria","4",93.35,0.24,0.18,-39.96,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","5",93.44,0.33,0.18,-40.01,"Cmax_DIN_ugL",0.03,0.09
"rel_abund_Cyanobacteria","5",93.44,0.33,0.18,-40.01,"SRPmax_depth_m",-0.05,0.1
"rel_abund_Cyanobacteria","5",93.44,0.33,0.18,-40.01,"DINmax_depth_m",-0.23,0.1
"rel_abund_Cyanobacteria","5",93.44,0.33,0.18,-40.01,"DOCmax_depth_m",-0.11,0.1
"rel_abund_Cyanobacteria","5",93.44,0.33,0.18,-40.01,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","6",93.56,0.45,0.19,-41.28,"SRPmax_ugL",-0.08,0.12
"rel_abund_Cyanobacteria","6",93.56,0.45,0.19,-41.28,"DINmax_depth_m",-0.23,0.1
"rel_abund_Cyanobacteria","6",93.56,0.45,0.19,-41.28,"DOCmax_depth_m",-0.09,0.09
"rel_abund_Cyanobacteria","6",93.56,0.45,0.19,-41.28,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","7",93.62,0.51,0.19,-41.31,"SRPmax_depth_m",-0.06,0.1
"rel_abund_Cyanobacteria","7",93.62,0.51,0.19,-41.31,"DINmax_depth_m",-0.23,0.1
"rel_abund_Cyanobacteria","7",93.62,0.51,0.19,-41.31,"DOCmax_depth_m",-0.09,0.09
"rel_abund_Cyanobacteria","7",93.62,0.51,0.19,-41.31,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"ar1",0.84,0.07
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"SRPmax_depth_m",-0.02,0.1
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"DINmax_depth_m",-0.22,0.11
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"DINmax_ugL",0.17,0.17
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"DOCmax_depth_m",-0.06,0.1
"rel_abund_Cyanobacteria","8",94.35,1.24,0.19,-39.23,"perc_light_thermocline",-0.2,0.1
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"ar1",0.8,0.08
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"Year",0.38,0.31
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"Cmax_DIN_ugL",0.05,0.1
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"SRPmax_ugL",-0.02,0.13
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"DOCmax_depth_m",-0.08,0.11
"rel_abund_Cyanobacteria","9",94.63,1.52,0.2,-39.37,"perc_light_thermocline",-0.27,0.1
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"ar1",0.8,0.08
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"Year",0.38,0.31
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"Cmax_DIN_ugL",0.05,0.1
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"SRPmax_depth_m",-0.01,0.11
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"DOCmax_depth_m",-0.08,0.11
"rel_abund_Cyanobacteria","10",94.65,1.54,0.2,-39.37,"perc_light_thermocline",-0.27,0.1
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"ar1",0.83,0.08
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"Year",0.48,0.32
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"EM",0.13,0.13
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"Cmax_DIN_ugL",0.06,0.09
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"SRPmax_ugL",-0.05,0.12
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"DINmax_depth_m",-0.2,0.11
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"DOCmax_depth_m",-0.05,0.11
"rel_abund_Cyanobacteria","11",94.75,1.64,0.18,-36.8,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"ar1",0.83,0.08
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"Year",0.5,0.32
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"EM",0.13,0.13
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"Cmax_DIN_ugL",0.06,0.1
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"SRPmax_depth_m",-0.03,0.1
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"DINmax_depth_m",-0.2,0.11
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"DOCmax_depth_m",-0.05,0.11
"rel_abund_Cyanobacteria","12",94.78,1.67,0.18,-36.81,"perc_light_thermocline",-0.23,0.1
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"ar1",0.83,0.08
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"Year",0.52,0.33
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"EM",0.12,0.12
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"SRPmax_depth_m",-0.05,0.1
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"DINmax_depth_m",-0.21,0.11
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"DOCmax_depth_m",-0.05,0.1
"rel_abund_Cyanobacteria","13",94.79,1.68,0.19,-38.15,"perc_light_thermocline",-0.24,0.1
"rel_abund_Cyanobacteria","14",94.79,1.68,0.21,-40.7,"ar1",0.8,0.08
"rel_abund_Cyanobacteria","14",94.79,1.68,0.21,-40.7,"Year",0.4,0.31
"rel_abund_Cyanobacteria","14",94.79,1.68,0.21,-40.7,"SRPmax_ugL",-0.03,0.13
"rel_abund_Cyanobacteria","14",94.79,1.68,0.21,-40.7,"DOCmax_depth_m",-0.07,0.1
"rel_abund_Cyanobacteria","14",94.79,1.68,0.21,-40.7,"perc_light_thermocline",-0.28,0.1
"rel_abund_Cyanobacteria","15",94.79,1.68,0.21,-40.7,"ar1",0.8,0.08
"rel_abund_Cyanobacteria","15",94.79,1.68,0.21,-40.7,"Year",0.41,0.31
"rel_abund_Cyanobacteria","15",94.79,1.68,0.21,-40.7,"SRPmax_depth_m",-0.02,0.11
"rel_abund_Cyanobacteria","15",94.79,1.68,0.21,-40.7,"DOCmax_depth_m",-0.07,0.1
"rel_abund_Cyanobacteria","15",94.79,1.68,0.21,-40.7,"perc_light_thermocline",-0.28,0.1
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"ar1",0.83,0.08
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"Year",0.5,0.33
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"EM",0.12,0.12
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"SRPmax_ugL",-0.06,0.12
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"DINmax_depth_m",-0.21,0.11
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"DOCmax_depth_m",-0.05,0.1
"rel_abund_Cyanobacteria","16",94.83,1.72,0.19,-38.17,"perc_light_thermocline",-0.24,0.1
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"ar1",0.85,0.07
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"Year",0.47,0.37
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"SRPmax_ugL",-0.04,0.12
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"DINmax_depth_m",-0.23,0.11
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"DINmax_ugL",0.16,0.16
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"DOCmax_depth_m",-0.06,0.09
"rel_abund_Cyanobacteria","17",94.87,1.76,0.18,-38.19,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"ar1",0.84,0.07
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"Year",0.48,0.37
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"SRPmax_depth_m",-0.03,0.1
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"DINmax_depth_m",-0.23,0.11
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"DINmax_ugL",0.15,0.16
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"DOCmax_depth_m",-0.06,0.09
"rel_abund_Cyanobacteria","18",94.88,1.77,0.18,-38.2,"perc_light_thermocline",-0.22,0.1
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"ar1",0.92,0.08
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"ma1",-0.33,0.29
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"Year",0.64,0.47
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"Cmax_DIN_ugL",0.04,0.1
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"SRPmax_ugL",-0.01,0.11
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"DINmax_depth_m",-0.22,0.11
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"DOCmax_depth_m",-0.09,0.11
"rel_abund_Cyanobacteria","19",95.08,1.97,0.2,-36.96,"perc_light_thermocline",-0.24,0.1
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"EM",0.11,0.12
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"Cmax_DIN_ugL",0.05,0.09
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"SRPmax_ugL",-0.07,0.12
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"DINmax_depth_m",-0.21,0.1
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"DOCmax_depth_m",-0.07,0.11
"rel_abund_Cyanobacteria","20",95.1,1.99,0.18,-39.58,"perc_light_thermocline",-0.2,0.1
"BV_TOTAL","1",88.3,0,0.19,-33.57,"ar1",0.53,0.13
"BV_TOTAL","1",88.3,0,0.19,-33.57,"Year",0.6,0.17
"BV_TOTAL","1",88.3,0,0.19,-33.57,"HOx",-0.27,0.14
"BV_TOTAL","1",88.3,0,0.19,-33.57,"EM",0.2,0.12
"BV_TOTAL","1",88.3,0,0.19,-33.57,"SRPmax_ugL",0.07,0.11
"BV_TOTAL","1",88.3,0,0.19,-33.57,"DINmax_depth_m",-0.26,0.11
"BV_TOTAL","1",88.3,0,0.19,-33.57,"DOCmax_depth_m",0.03,0.1
"BV_TOTAL","1",88.3,0,0.19,-33.57,"perc_light_thermocline",-0.54,0.1
"shannon","null",185.11,96.82,0.86,-89.36,"ar1",0.39,0.13
"shannon","null",185.11,96.82,0.86,-89.36,"ma1",-0.95,0.05
"richness","null",182.36,94.06,0.83,-89.08,"ar1",0.39,0.11
"BV_Bacillaria","null",186.39,98.09,0.88,-91.1,"ar1",0.36,0.13
"BV_Cryptophytes","null",151.7,63.41,0.45,-72.66,"ma1",0.97,0.12
"BV_Cryptophytes","null",151.7,63.41,0.45,-72.66,"ma2",0.23,0.12
"BV_Cyanobacteria","null",179.12,90.83,0.78,-86.37,"ar1",0.39,0.14
"BV_Cyanobacteria","null",179.12,90.83,0.78,-86.37,"ma1",-0.91,0.07
"rel_abund_Bacillaria","null",186.46,98.16,0.88,-91.14,"ma1",0.37,0.13
"rel_abund_Cryptophytes","null",171.87,83.57,0.69,-83.84,"ar1",0.53,0.1
"rel_abund_Cyanobacteria","null",173.36,85.06,0.71,-83.49,"ma1",-0.41,0.12
"rel_abund_Cyanobacteria","null",173.36,85.06,0.71,-83.49,"ma2",-0.35,0.13
"BV_TOTAL","null",169.51,81.21,0.67,-81.56,"ar1",0.54,0.11
"BV_TOTAL","null",169.51,81.21,0.67,-81.56,"ma1",-0.95,0.04
"shannon","global",107.65,19.35,0.3,-37.39,"Year",-0.71,0.14
"shannon","global",107.65,19.35,0.3,-37.39,"HOx",-0.04,0.17
"shannon","global",107.65,19.35,0.3,-37.39,"EM",-0.67,0.14
"shannon","global",107.65,19.35,0.3,-37.39,"Cmax_DIN_ugL",-0.07,0.13
"shannon","global",107.65,19.35,0.3,-37.39,"SRPmax_depth_m",-0.17,0.12
"shannon","global",107.65,19.35,0.3,-37.39,"SRPmax_ugL",0.07,0.13
"shannon","global",107.65,19.35,0.3,-37.39,"DINmax_depth_m",-0.04,0.15
"shannon","global",107.65,19.35,0.3,-37.39,"DINmax_ugL",0,0.18
"shannon","global",107.65,19.35,0.3,-37.39,"DOCmax_depth_m",-0.43,0.13
"shannon","global",107.65,19.35,0.3,-37.39,"Temp_C",-0.07,0.15
"shannon","global",107.65,19.35,0.3,-37.39,"Kd",0.08,0.15
"shannon","global",107.65,19.35,0.3,-37.39,"perc_light_thermocline",0.25,0.17
"richness","global",109.54,21.24,0.31,-38.33,"Year",-0.09,0.15
"richness","global",109.54,21.24,0.31,-38.33,"HOx",-0.1,0.17
"richness","global",109.54,21.24,0.31,-38.33,"EM",-0.41,0.14
"richness","global",109.54,21.24,0.31,-38.33,"Cmax_DIN_ugL",-0.01,0.14
"richness","global",109.54,21.24,0.31,-38.33,"SRPmax_depth_m",0,0.12
"richness","global",109.54,21.24,0.31,-38.33,"SRPmax_ugL",0.13,0.13
"richness","global",109.54,21.24,0.31,-38.33,"DINmax_depth_m",-0.03,0.16
"richness","global",109.54,21.24,0.31,-38.33,"DINmax_ugL",0.52,0.19
"richness","global",109.54,21.24,0.31,-38.33,"DOCmax_depth_m",-0.19,0.14
"richness","global",109.54,21.24,0.31,-38.33,"Temp_C",-0.09,0.15
"richness","global",109.54,21.24,0.31,-38.33,"Kd",0.15,0.15
"richness","global",109.54,21.24,0.31,-38.33,"perc_light_thermocline",0.07,0.17
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"Year",-0.07,0.17
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"HOx",0.07,0.2
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"EM",-0.25,0.16
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"Cmax_DIN_ugL",0.26,0.16
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"SRPmax_depth_m",-0.43,0.14
"BV_Bacillaria","global",120.28,31.99,0.42,-43.71,"SRPmax_ugL",0.12,0.15
