"Date","Year","HOx","EM","Chem_Depth_m","Cmax_SRP_ugL","Cmax_DIN_ugL","Cmax_DOC_mgL","SRPmax_depth_m","SRPmax_ugL","DINmax_depth_m","DINmax_ugL","DOCmax_depth_m","DOCmax_mgL","Temp_Depth_m","Temp_C","schmidt.stability","thermo.depth","Kd","perc_light_thermocline","shannon","richness","BV_Bacillaria","BV_Cryptophytes","BV_Cyanobacteria","rel_abund_Bacillaria","rel_abund_Cryptophytes","rel_abund_Cyanobacteria","BV_TOTAL"
2019-04-29,2019,0,0,6.2,0,20,1.8,1.6,12,8,82,0.1,3.1,6,8.687434,15.9475677486229,2.5049924654734,NA,NA,1.58510351622317,7,2945.24311274043,6374.16063238855,20829.7629632511,0.0435379899002302,0.0942258858139415,0.307915501302843,67647.6594231756
2019-05-06,2019,0,0,6.2,3,48,0.8,1.6,10,9,191,3.8,4.1,7,8.59643,26.9306853529169,2.0515751227689,NA,NA,1.62128681205592,10,8758.14645402464,58723.4247241717,16336.7812752704,0.0740962133073779,0.49681555650425,0.138213449213578,118199.649659459
2019-05-13,2019,0,0,3.8,5,20,0.8,1.6,10,9,311,8,3,3,14.2535,26.7023816039648,2.60009357438786,NA,NA,1.06954323581587,11,2945.24311274043,196675.719235674,15535.0600408756,0.0100747215854696,0.672763856182233,0.0531404025862396,292339.901182801
2019-05-20,2019,0,0,3.8,4,29,2.2,1.6,12,9,64,8,4.4,4,11.47634,31.7212664032998,2.11237748304479,NA,NA,1.10043020308618,8,7315.32358060427,165981.37901069,268946.719929685,0.0149751849496039,0.339780164402525,0.550560317415744,488496.376186509
2019-05-27,2019,0,0,5,4,9,1.4,1.6,8,9,26,0.1,2.6,5,10.65103,41.3296313436925,2.26511582723987,NA,NA,1.87254337121798,11,88102.4443088966,117738.212002245,33555.1556748408,0.304632215380833,0.407103941764307,0.116023811721229,289209.216427607
2019-06-03,2019,0,0,5,4,18,3.8,1.6,10,9,27,8,4.4,5.238,10.0708,38.1926543490441,2.46455715932695,0.867289112796389,22.9695769151169,1.36326730060273,12,46126.5759622991,212200.778305887,138482.886752785,0.107278000416305,0.493521895101109,0.32207392100508,429972.368829579
2019-06-10,2019,1,0,0.1,6,16,5,1.6,11,6.2,63,0.1,5,0.559,21.5969,28.3893396922416,3.08659569378658,0.8217482536702,1.61784396775516,0.382443578265175,9,0,62050.4785484137,1610561.79874304,0,0.0355721150543452,0.92329811062328,1744357.29935136
2019-06-17,2019,1,0,3.8,4,10,1.5,1.6,12,9,30,0.1,2.8,2.997,17.9986,33.6857459793583,3.16262454072323,0.920358721088813,5.84711052926875,0.854566392019524,11,88357.2933822129,32928.3815353937,950050.518511042,0.0768211155101606,0.0286291590050262,0.826009238505228,1150169.36158037
2019-06-24,2019,0,0,3.8,NA,NA,1.2,1.6,12,9,215,1.6,3,2.742,18.7163,35.1083925671281,2.84354030806046,0.911076278836225,5.5192467922013,0.489957860446133,13,3534.29173528852,43749.2832921705,2264686.96515511,0.00145949622008015,0.0180663958661369,0.935209177076841,2421583.34270605
2019-07-01,2019,0,0,3.8,7,12,5,1.6,11,9,424,9,5.1,NA,NA,NA,NA,NA,NA,0.510220897888033,18,39312.9929242411,115488.956574805,5140558.77829638,0.00714394021104292,0.0209866036502502,0.93414013617001,5502984.59433802
2019-07-08,2019,0,0,1.6,11,13,3.6,1.6,11,8,175,1.6,3.6,NA,NA,NA,NA,NA,NA,1.14644667795567,12,50357.5851500511,89857.2649583624,1074441.4607299,0.0318534330378832,0.0568387535619472,0.679632452996021,1580915.47275802
2019-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-22,2019,1,0,0.1,10,11,5.5,1.6,13,9,343,0.1,5.5,0.302,27.4231,50.1824767826541,2.60621915002976,0.988617076309611,8.30615942028986,1.63419770658347,15,84198.3353660234,16198.4196843685,385505.377128161,0.105841409525296,0.0203622026970346,0.484599040081386,795514.11629585
2019-07-29,2019,0,0,3.8,6,17,3.7,1.6,14,9,725,NA,NA,3.213,18.8746,43.46467321625,2.95483938461223,1.0984747981118,1.32920895314889,1.64398093047685,13,131125.085337821,22206.6099024511,640984.267924446,0.0842303253490978,0.0142647760507839,0.411746640940843,1556744.37673564
2019-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-12,2019,1,0,1.6,13,21,4.8,1.6,13,8,375,1.6,4.8,2.336,22.8012,39.1079606280001,3.09794668228077,1.0490411721921,1.28475155000449,1.05165207583014,14,64266.9954565344,224804.427619485,2127346.96488418,0.0236453913678569,0.0827110188445771,0.782702710817242,2717950.16866998
2019-08-19,2019,1,0,1.6,13,17,6.2,1.6,13,9,429,1.6,6.2,2.289,22.7749,47.4539223410482,2.60377199561584,0.942289121915299,1.10975385745775,0.820077146719281,13,22266.5416097382,179109.74249148,1885302.45622861,0.00998542569172201,0.080321724660194,0.845463472192669,2229904.09194044
2019-08-28,2019,0,0,3.8,9,27,2.6,9,10,9,1063,1.6,5.3,3.116,19.3102,31.2159811862842,3.27108645835892,0.755695928847124,1.02308991927914,0.335505096874754,11,13113.3136706651,180618.658788045,4394304.28174613,0.00281231808449226,0.0387359849130027,0.942414839657352,4662813.1230869
2019-09-02,2019,0,0,3.8,12,24,NA,3.8,12,9,1653,NA,NA,3.258,19.8215,33.3536741198901,3.3008040233064,1.01568366606609,0.379032901296112,1.52695634856759,13,8358.70199894728,562916.030667904,943077.254614462,0.00496566346636518,0.334412157350621,0.560254961809716,1683300.13815169
2019-09-11,2019,1,0,3.8,3,43,2.4,6.2,8,9,689,0.1,5.2,3.493,18.8029,33.5160068693063,3.39996488180051,1.05902519915867,0.715472682971587,0.602990624351674,14,4587.04953807138,191859.845768163,2098386.35165774,0.00196255884203731,0.0820868040815921,0.89778988743771,2337280.00395118
2019-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-11,2019,1,0,1.6,9,14,5.6,NA,NA,9,1153,1.6,5.6,2.393,19.1719,13.14232343161,4.16163096116918,0.83133855124599,0.16957636935297,0.315152879832271,12,14590.1019501745,612832.752072873,9525597.66429358,0.00141971055031438,0.0596325595713639,0.926901782333732,10276814.4865471
