"Reservoir","Site","Date","Genus","Depth_m","BV_um3mL"
"FCR","50","2018-05-21","Cyclotella","2",5354.89305453976
"FCR","50","2018-05-21","Dinobryon","2",23050.1658341681
"FCR","50","2018-05-21","Fragilaria","2",1006.92072230442
"FCR","50","2018-05-21","Nitzchia","2",1510.38108345663
"FCR","50","2018-05-21","Oocystis","2",13159.4725347858
"FCR","50","2018-05-21","Parvodinium","2",124857.771343691
"FCR","50","2018-05-21","Prorocentrum","2",17793.7579346563
"FCR","50","2018-05-21","Pseudanabaena","2",7473.37833255564
"FCR","50","2018-05-21","Rhodomonas","2",7779.90546924332
"FCR","50","2018-05-21","Selenastrum","2",197.708421496181
"FCR","50","2018-05-21","Staurastrum","2",138602.170833754
"FCR","50","2018-05-28","Ankistrodesmus","0.1",1588.85676911476
"FCR","50","2018-05-28","Chlorophyte sp. 1","0.1",42135.0235071825
"FCR","50","2018-05-28","Cryptomonas","0.1",618977.623434901
"FCR","50","2018-05-28","Cyclotella","0.1",3028.17407760696
"FCR","50","2018-05-28","Dinobryon","0.1",3504.83110834139
"FCR","50","2018-05-28","Navicula","0.1",4205.79733000967
"FCR","50","2018-05-28","Nitzchia","0.1",2379.99443453772
"FCR","50","2018-05-28","Oocystis","0.1",1395.70163247728
"FCR","50","2018-05-28","Parvodinium","0.1",152660.224549542
"FCR","50","2018-05-28","Pseudanabaena","0.1",25024.4941135575
"FCR","50","2018-05-28","Rhodomonas","0.1",4702.24964684401
"FCR","50","2018-05-28","Selenastrum","0.1",467.310814445519
"FCR","50","2018-05-28","Staurastrum","0.1",58619.4685640459
"FCR","50","2018-05-28","Synedra","0.1",2677.49373885494
"FCR","50","2018-06-04","Ankistrodesmus","3",1747.74244602624
"FCR","50","2018-06-04","Chlorophyte sp. 1","3",7589.23230421766
"FCR","50","2018-06-04","Cryptomonas","3",89132.0089590278
"FCR","50","2018-06-04","Cyclotella","3",3947.84176043574
"FCR","50","2018-06-04","Dictyosphaerium","3",1315.94725347858
"FCR","50","2018-06-04","Nitzchia","3",3141.59265358979
"FCR","50","2018-06-04","Oocystis","3",6729.96238880404
"FCR","50","2018-06-04","Parvodinium","3",66397.7636083286
"FCR","50","2018-06-04","Pseudanabaena","3",195801.128354007
"FCR","50","2018-06-04","Rhodomonas","3",9869.60440108936
"FCR","50","2018-06-04","Synedra","3",15707.963267949
"FCR","50","2018-06-11","Aphanocapsa","5",355.38698975116
"FCR","50","2018-06-11","Asterionella","5",14359.2800631707
"FCR","50","2018-06-11","Chlorophyte sp. 1","5",2152.62976649274
"FCR","50","2018-06-11","Cryptomonas","5",325723.264181018
"FCR","50","2018-06-11","Dolichospermum","5",1165.16163068416
"FCR","50","2018-06-11","Oocystis","5",1015.39139928903
"FCR","50","2018-06-11","Parvodinium","5",28573.6780823262
"FCR","50","2018-06-11","Pseudanabaena","5",18446.8218022618
"FCR","50","2018-06-11","Rhodomonas","5",6407.75434913832
"FCR","50","2018-06-11","Spondylosium","5",9138.52259360126
"FCR","50","2018-06-11","Synedra","5",1090.83078249646
"FCR","50","2018-06-18","Ankistrodesmus","5",3645.02435267505
"FCR","50","2018-06-18","Aphanocapsa","5",186.924325778208
"FCR","50","2018-06-18","Chlorophyte sp. 1","5",6565.38047917314
"FCR","50","2018-06-18","Cryptomonas","5",111144.082561768
"FCR","50","2018-06-18","Dinobryon","5",57343.9073496201
"FCR","50","2018-06-18","Dolichospermum","5",17610.9974680581
"FCR","50","2018-06-18","Elakatothrix","5",616.850275068085
"FCR","50","2018-06-18","Nitzchia","5",4462.48956475823
"FCR","50","2018-06-18","Oocystis","5",2881.12694132811
"FCR","50","2018-06-18","Parvodinium","5",102713.770545927
"FCR","50","2018-06-18","Pseudanabaena","5",37359.163060847
"FCR","50","2018-06-18","Rhodomonas","5",8556.94701574447
"FCR","50","2018-06-18","Staurastrum","5",43740.2922321006
"FCR","50","2018-06-25","Ankistrodesmus","0.1",1136.30313828331
"FCR","50","2018-06-25","Aphanocapsa","0.1",111.826658053279
"FCR","50","2018-06-25","Chlorophyte sp. 1","0.1",12286.0991207666
"FCR","50","2018-06-25","Cryptomonas","0.1",101332.267291711
"FCR","50","2018-06-25","Cyclotella","0.1",4368.59857964008
"FCR","50","2018-06-25","Dolichospermum","0.1",932107.841043605
"FCR","50","2018-06-25","Nitzchia","0.1",27902.3031733304
"FCR","50","2018-06-25","Parvodinium","0.1",208333.612264614
"FCR","50","2018-06-25","Pseudanabaena","0.1",4265.64590800006
"FCR","50","2018-06-25","Rhodomonas","0.1",7529.90212969076
"FCR","50","2018-06-25","Selenastrum","0.1",216.438693006346
"FCR","50","2018-06-25","Synedra","0.1",13503.3368443772
"FCR","50","2018-07-02","Ankistrodesmus","2",12070.3462678687
"FCR","50","2018-07-02","Aphanocapsa","2",4900.53274081867
"FCR","50","2018-07-02","Chlorophyte sp. 1","2",54482.3181542098
"FCR","50","2018-07-02","Cryptomonas","2",143174.432905041
"FCR","50","2018-07-02","Cyclotella","2",28284.0844007347
"FCR","50","2018-07-02","Dinobryon","2",227035.170684781
"FCR","50","2018-07-02","Parvodinium","2",121121.978455591
"FCR","50","2018-07-02","Pseudanabaena","2",7196.58654246099
"FCR","50","2018-07-02","Rhodomonas","2",30325.958763801
"FCR","50","2018-07-02","Selenastrum","2",64481.4154204505
"FCR","50","2018-07-02","Staurastrum","2",22275.1488219031
"FCR","50","2018-07-02","Trachelomonas","2",5848.6544599048
"FCR","50","2018-07-09","Ankistrodesmus","3",18299.8914936865
"FCR","50","2018-07-09","Aphanocapsa","3",178.201190575224
"FCR","50","2018-07-09","Chlorophyte sp. 1","3",39012.572276626
"FCR","50","2018-07-09","Cryptomonas","3",250962.429598399
"FCR","50","2018-07-09","Cyclotella","3",34333.4293841599
"FCR","50","2018-07-09","Dinobryon","3",471547.765829825
"FCR","50","2018-07-09","Parvodinium","3",187980.433264908
"FCR","50","2018-07-09","Pseudanabaena","3",16439.0598305645
"FCR","50","2018-07-09","Rhodomonas","3",45565.8936444621
"FCR","50","2018-07-09","Selenastrum","3",1763.68823544977
"FCR","50","2018-07-09","Staurastrum","3",145704.223460604
"FCR","50","2018-07-16","Aphanocapsa","3",205.616758356028
"FCR","50","2018-07-16","Chlorophyte sp. 1","3",30924.5205705286
"FCR","50","2018-07-16","Cryptomonas","3",94766.479295645
"FCR","50","2018-07-16","Cyclotella","3",21392.3675393612
"FCR","50","2018-07-16","Dinobryon","3",179113.717748809
"FCR","50","2018-07-16","Nitzchia","3",2945.24311274043
"FCR","50","2018-07-16","Parvodinium","3",136625.591697907
"FCR","50","2018-07-16","Pseudanabaena","3",35823.579724579
"FCR","50","2018-07-16","Rhodomonas","3",13707.7838904019
"FCR","50","2018-07-16","Staurodesmus","3",2063021.47550548
"FCR","50","2018-07-16","Trachelomonas","3",39971.8978244119
"FCR","50","2018-07-23","Aphanocapsa","0.1",205.616758356028
"FCR","50","2018-07-23","Chlorophyte sp. 1","0.1",25197.8128407434
"FCR","50","2018-07-23","Cryptomonas","0.1",99340.5896044341
"FCR","50","2018-07-23","Cyclotella","0.1",43533.4679426
"FCR","50","2018-07-23","Dolichospermum","0.1",1316975.33727036
"FCR","50","2018-07-23","Parvodinium","0.1",770337.976222981
"FCR","50","2018-07-23","Pseudanabaena","0.1",36472.3005971923
"FCR","50","2018-07-23","Rhodomonas","0.1",16445.2842834535
"FCR","50","2018-07-23","Staurastrum","0.1",66825.4464657092
"FCR","50","2018-07-23","Staurodesmus","0.1",442076.030465461
"FCR","50","2018-07-23","Trachelomonas","0.1",9992.97445610297
"FCR","50","2018-07-30","Actinotaenium","2",1850.55082520425
"FCR","50","2018-07-30","Ankistrodesmus","2",5757.26923396879
"FCR","50","2018-07-30","Aphanocapsa","2",548.311355616075
"FCR","50","2018-07-30","Chlorophyte sp. 1","2",19800.8938296855
"FCR","50","2018-07-30","Cryptomonas","2",253530.397855183
"FCR","50","2018-07-30","Cyclotella","2",116908.548382279
"FCR","50","2018-07-30","Dolichospermum","2",4989555.8048806
"FCR","50","2018-07-30","Nitzchia","2",2945.24311274043
"FCR","50","2018-07-30","Oocystis","2",6853.89194520094
"FCR","50","2018-07-30","Parvodinium","2",302187.547552554
"FCR","50","2018-07-30","Pseudanabaena","2",3562.31033851819
"FCR","50","2018-07-30","Rhodomonas","2",20171.0039947264
"FCR","50","2018-07-30","Selenastrum","2",8060.17692755631
"FCR","50","2018-07-30","Staurastrum","2",357433.6382942
"FCR","50","2018-07-30","Staurodesmus","2",147358.67682182
"FCR","50","2018-07-30","Trachelomonas","2",3509.19267594288
"FCR","50","2018-08-06","Ankistrodesmus","1",813.899668492612
"FCR","50","2018-08-06","Aphanocapsa","1",306.997243378792
"FCR","50","2018-08-06","Chlorophyte sp. 1","1",2414.87315798315
"FCR","50","2018-08-06","Closterium","1",7710.62843835106
"FCR","50","2018-08-06","Cosmarium","1",3084.25137534042
"FCR","50","2018-08-06","Cryptomonas","1",84521.3101738418
"FCR","50","2018-08-06","Cyclotella","1",12057.1482421917
"FCR","50","2018-08-06","Dolichospermum","1",589400.437827555
"FCR","50","2018-08-06","Oocystis","1",4934.80220054468
"FCR","50","2018-08-06","Parvodinium","1",10322.5289014701
"FCR","50","2018-08-06","Rhodomonas","1",2338.89062629982
"FCR","50","2018-08-06","Selenastrum","1",128.510473972518
"FCR","50","2018-08-06","Staurastrum","1",21110.7011382965
"FCR","50","2018-08-06","Staurodesmus","1",22489.3329451906
"FCR","50","2018-08-06","Trachelomonas","1",14278.941552502
"FCR","50","2018-08-13","Ankistrodesmus","2",2775.82623780638
"FCR","50","2018-08-13","Aphanocapsa","2",3118.52083506643
"FCR","50","2018-08-13","Chlorophyte sp. 1","2",97709.0835707846
"FCR","50","2018-08-13","Closterium","2",23131.8853150532
"FCR","50","2018-08-13","Cryptomonas","2",81081.5417117271
"FCR","50","2018-08-13","Cyclotella","2",6185.63748054385
"FCR","50","2018-08-13","Dolichospermum","2",0
"FCR","50","2018-08-13","Oocystis","2",23862.5101964116
"FCR","50","2018-08-13","Parvodinium","2",177323.01510807
"FCR","50","2018-08-13","Pseudanabaena","2",359.829327123049
"FCR","50","2018-08-13","Rhodomonas","2",8271.50526253334
"FCR","50","2018-08-13","Selenastrum","2",102.808379178014
"FCR","50","2018-08-13","Staurastrum","2",285267.550124195
"FCR","50","2018-08-13","Trachelomonas","2",39971.8978244119
"FCR","50","2018-08-20","Ankistrodesmus","4",3746.79426337652
"FCR","50","2018-08-20","Aphanocapsa","4",2206.26781716018
"FCR","50","2018-08-20","Chlorophyte sp. 1","4",21096.2794073285
"FCR","50","2018-08-20","Cryptomonas","4",586695.343754623
"FCR","50","2018-08-20","Cyclotella","4",4112.33516712057
"FCR","50","2018-08-20","Dolichospermum","4",26983.7725882561
"FCR","50","2018-08-20","Lepocinclis","4",85673.6493150118
"FCR","50","2018-08-20","Monomastix","4",822.467033424113
"FCR","50","2018-08-20","Oocystis","4",9650.27985884293
"FCR","50","2018-08-20","Parvodinium","4",191573.133760312
"FCR","50","2018-08-20","Pseudanabaena","4",40897.173237014
"FCR","50","2018-08-20","Rhodomonas","4",7336.56679479078
"FCR","50","2018-08-20","Selenastrum","4",102.808379178014
"FCR","50","2018-08-20","Staurastrum","4",534603.571725673
"FCR","50","2018-08-20","Trachelomonas","4",734544.450814582
"FCR","50","2018-08-20","Woronichinia","4",154212.568767021
"FCR","50","2018-08-27","Ankistrodesmus","3",17259.3793111791
"FCR","50","2018-08-27","Aphanocapsa","3",616.850275068085
"FCR","50","2018-08-27","Chlorophyte sp. 1","3",46935.4520407361
"FCR","50","2018-08-27","Cryptomonas","3",82246.7033424113
"FCR","50","2018-08-27","Cyclotella","3",5140.41895890071
"FCR","50","2018-08-27","Dolichospermum","3",37188.5751422905
"FCR","50","2018-08-27","Kirchneriella","3",4194.58187046298
"FCR","50","2018-08-27","Oocystis","3",3454.36154038128
"FCR","50","2018-08-27","Parvodinium","3",411918.803098198
"FCR","50","2018-08-27","Pediastrum","3",3084.25137534042
"FCR","50","2018-08-27","Prorocentrum","3",68538.9194520094
"FCR","50","2018-08-27","Pseudanabaena","3",44237.9636460221
"FCR","50","2018-08-27","Rhodomonas","3",14921.7452317359
"FCR","50","2018-08-27","Selenastrum","3",205.616758356028
"FCR","50","2018-08-27","Staurastrum","3",316649.807868283
"FCR","50","2018-08-27","Synedra","3",1570.7963267949
"FCR","50","2018-08-27","Trachelomonas","3",23131.8853150532
"FCR","50","2018-09-03","Ankistrodesmus","3.8",10494.6793464917
"FCR","50","2018-09-03","Chlorophyte sp. 1","3.8",41660.4226440316
"FCR","50","2018-09-03","Cryptomonas","3.8",188804.16141445
"FCR","50","2018-09-03","Cyclotella","3.8",86359.0385095319
"FCR","50","2018-09-03","Dolichospermum","3.8",85780.7413766555
"FCR","50","2018-09-03","Lepocinclis","3.8",328986.813369645
"FCR","50","2018-09-03","Microcystis","3.8",99929.7445610297
"FCR","50","2018-09-03","Oocystis","3.8",6141.08718290005
"FCR","50","2018-09-03","Parvodinium","3.8",301714.848332877
"FCR","50","2018-09-03","Pseudanabaena","3.8",159065.124264223
"FCR","50","2018-09-03","Rhodomonas","3.8",8697.58887845999
"FCR","50","2018-09-03","Selenastrum","3.8",514.041895890071
"FCR","50","2018-09-03","Staurastrum","3.8",555678.981032029
"FCR","50","2018-09-03","Synedra","3.8",16362.4617374468
"FCR","50","2018-09-03","Trachelomonas","3.8",107092.061643765
"FCR","50","2018-09-03","Woronichinia","3.8",41123.3516712057
"FCR","50","2018-09-10","Ankistrodesmus","3.8",9227.87703673869
"FCR","50","2018-09-10","Aphanocapsa","3.8",7923.09908865229
"FCR","50","2018-09-10","Chlorophyte sp. 1","3.8",94933.2573329782
"FCR","50","2018-09-10","Cryptomonas","3.8",687371.682765243
"FCR","50","2018-09-10","Cyclotella","3.8",12538.0529984209
"FCR","50","2018-09-10","Dolichospermum","3.8",155808.154811864
"FCR","50","2018-09-10","Nitzchia","3.8",5890.48622548086
"FCR","50","2018-09-10","Oocystis","3.8",6239.81064247872
"FCR","50","2018-09-10","Parvodinium","3.8",14804.406601634
"FCR","50","2018-09-10","Pseudanabaena","3.8",324895.03987836
"FCR","50","2018-09-10","Rhodomonas","3.8",12838.4602246944
"FCR","50","2018-09-10","Selenastrum","3.8",205.616758356028
"FCR","50","2018-09-10","Staurastrum","3.8",100077.872552254
"FCR","50","2018-09-10","Staurodesmus","3.8",116379.085229512
"FCR","50","2018-09-10","Trachelomonas","3.8",23131.8853150532
"FCR","50","2018-09-17","Ankistrodesmus","3.8",1850.55082520425
"FCR","50","2018-09-17","Aphanocapsa","3.8",7851.13322322768
"FCR","50","2018-09-17","Chlorophyte sp. 1","3.8",103521.183940315
"FCR","50","2018-09-17","Cryptomonas","3.8",88190.7199778994
"FCR","50","2018-09-17","Cyclotella","3.8",35808.1584677023
"FCR","50","2018-09-17","Dolichospermum","3.8",0
"FCR","50","2018-09-17","Elakatothrix","3.8",3238.46394410745
"FCR","50","2018-09-17","Nitzchia","3.8",11191.9238284136
"FCR","50","2018-09-17","Oocystis","3.8",740.220330081702
"FCR","50","2018-09-17","Parvodinium","3.8",10075.2211594454
"FCR","50","2018-09-17","Pseudanabaena","3.8",670824.674136542
"FCR","50","2018-09-17","Rhodomonas","3.8",8882.64396098042
"FCR","50","2018-09-17","Staurastrum","3.8",71965.8654246099
"FCR","50","2019-01-21","Asterionella","1",320773.361220074
"FCR","50","2019-01-21","Chlorophyte sp. 1","1",2235.42321905015
"FCR","50","2019-01-21","Cryptomonas","1",46420.2897971242
"FCR","50","2019-01-21","Dinobryon","1",40807.0181968118
"FCR","50","2019-01-21","Monomastix","1",949.000423181669
"FCR","50","2019-01-21","Parvodinium","1",20017.9776764883
"FCR","50","2019-01-21","Rhodomonas","1",35965.4552878447
"FCR","50","2019-02-27","Asterionella","4.4",1090866.95165888
"FCR","50","2019-02-27","Chlorophyte sp. 1","4.4",4584.87888912368
"FCR","50","2019-02-27","Cryptomonas","4.4",14855.810791223
"FCR","50","2019-02-27","Dinobryon","4.4",53974.3990684574
"FCR","50","2019-02-27","Fragilaria","4.4",12762.7201552085
"FCR","50","2019-02-27","Navicula","4.4",722.871416095412
"FCR","50","2019-02-27","Oocystis","4.4",479.772436164066
"FCR","50","2019-02-27","Parvodinium","4.4",23440.3104525872
"FCR","50","2019-02-27","Pseudanabaena","4.4",481.914277396941
"FCR","50","2019-02-27","Rhodomonas","4.4",2553.92934423927
"FCR","50","2019-02-27","Selenastrum","4.4",32.1276184931294
"FCR","50","2019-02-27","Synura","4.4",83085.9554173339
"FCR","50","2019-03-18","Ankistrodesmus","3.8",4037.10952381958
"FCR","50","2019-03-18","Asterionella","3.8",12642.3589815653
"FCR","50","2019-03-18","Chlorophyte sp. 1","3.8",5034.26554611724
"FCR","50","2019-03-18","Dinobryon","3.8",21486.3243678441
"FCR","50","2019-03-18","Parvodinium","3.8",34876.1328073746
"FCR","50","2019-03-18","Rhodomonas","3.8",4996.90849165397
"FCR","50","2019-03-18","Synedra","3.8",5188.09762406851
"FCR","50","2019-03-18","Synura","3.8",117953.808695946
"FCR","50","2019-03-18","Trachelomonas","3.8",1711.80130533799
"FCR","50","2019-03-18","Woronichinia","3.8",401.203430938592
"FCR","50","2019-04-01","Ankistrodesmus","6.2",3122.80451753218
"FCR","50","2019-04-01","Chlorophyte sp. 1","6.2",8149.02906926091
"FCR","50","2019-04-01","Cryptomonas","6.2",10480.564612767
"FCR","50","2019-04-01","Cyclotella","6.2",33587.6402668728
"FCR","50","2019-04-01","Dinobryon","6.2",2077.9875911202
"FCR","50","2019-04-01","Dolichospermum","6.2",1295.38557764298
"FCR","50","2019-04-01","Elakatothrix","6.2",1542.12568767021
"FCR","50","2019-04-01","Navicula","6.2",1963.49540849362
"FCR","50","2019-04-01","Nitzchia","6.2",4090.61543436171
"FCR","50","2019-04-01","Parvodinium","6.2",9843.28545601979
"FCR","50","2019-04-01","Pseudanabaena","6.2",3606.32517585378
"FCR","50","2019-04-01","Rhodomonas","6.2",994.338864600963
"FCR","50","2019-04-01","Synura","6.2",63658.9483870264
"FCR","50","2019-04-01","Trachelomonas","6.2",7345.44450814582
"FCR","50","2019-04-15","Ankistrodesmus","3.8",5537.6019971251
"FCR","50","2019-04-15","Chlorophyte sp. 1","3.8",28599.1321113608
"FCR","50","2019-04-15","Cryptomonas","3.8",29985.7772602541
"FCR","50","2019-04-15","Oocystis","3.8",761.543549466771
"FCR","50","2019-04-15","Parvodinium","3.8",54492.5875689743
"FCR","50","2019-04-15","Pseudanabaena","3.8",16627.2420012849
"FCR","50","2019-04-15","Rhodomonas","3.8",2669.59091265577
"FCR","50","2019-04-22","Ankistrodesmus","3.8",44546.4594643168
"FCR","50","2019-04-22","Chlorophyte sp. 1","3.8",10668.7432786563
"FCR","50","2019-04-22","Parvodinium","3.8",23131.8853150532
"FCR","50","2019-04-22","Pseudanabaena","3.8",17269.108981953
"FCR","50","2019-04-22","Rhodomonas","3.8",3490.8927844492
"FCR","50","2019-04-29","Ankistrodesmus","6",7350.79911122801
"FCR","50","2019-04-29","Aphanocapsa","6",365.54090374405
"FCR","50","2019-04-29","Chlorophyte sp. 1","6",6632.37415753205
"FCR","50","2019-04-29","Nitzchia","6",2945.24311274043
"FCR","50","2019-04-29","Parvodinium","6",23515.3194460355
"FCR","50","2019-04-29","Pseudanabaena","6",20464.222059507
"FCR","50","2019-04-29","Rhodomonas","6",6374.16063238855
"FCR","50","2019-05-06","Ankistrodesmus","6.2",19500.2063754265
"FCR","50","2019-05-06","Aphanocapsa","6.2",360.731155010576
"FCR","50","2019-05-06","Chlorophyte sp. 1","6.2",5881.28139043833
"FCR","50","2019-05-06","Cryptomonas","6.2",56743.0106831636
"FCR","50","2019-05-06","Cyclotella","6.2",3246.58039509518
"FCR","50","2019-05-06","Nitzchia","6.2",5511.56605892946
"FCR","50","2019-05-06","Parvodinium","6.2",7917.61597509613
"FCR","50","2019-05-06","Pseudanabaena","6.2",15976.0501202598
"FCR","50","2019-05-06","Rhodomonas","6.2",1980.41404100806
"FCR","50","2019-05-06","Synura","6.2",1082.19346503173
"FCR","50","2019-05-13","Ankistrodesmus","3",668.254464657092
"FCR","50","2019-05-13","Aphanocapsa","3",456.926129680063
"FCR","50","2019-05-13","Chlorophyte sp. 1","3",18265.2739847602
"FCR","50","2019-05-13","Cryptomonas","3",196223.362367291
"FCR","50","2019-05-13","Dinobryon","3",877.298168985721
"FCR","50","2019-05-13","Nitzchia","3",2945.24311274043
"FCR","50","2019-05-13","Parvodinium","3",53370.3792791108
"FCR","50","2019-05-13","Pseudanabaena","3",15078.1339111955
"FCR","50","2019-05-13","Rhodomonas","3",452.356868383262
"FCR","50","2019-05-13","Schroederia","3",2631.89450695716
"FCR","50","2019-05-13","Synura","3",1370.77838904019
"FCR","50","2019-05-20","Ankistrodesmus","5",668.254464657092
"FCR","50","2019-05-20","Asterionella","5",7315.32358060427
"FCR","50","2019-05-20","Chlorophyte sp. 1","5",26381.6170575185
"FCR","50","2019-05-20","Cryptomonas","5",163946.047258643
"FCR","50","2019-05-20","Parvodinium","5",12184.6967914683
"FCR","50","2019-05-20","Pseudanabaena","5",268946.719929685
"FCR","50","2019-05-20","Rhodomonas","5",2035.33175204687
"FCR","50","2019-05-20","Synura","5",7018.38535188576
"FCR","50","2019-05-27","Ankistrodesmus","4.5",3916.23770313287
"FCR","50","2019-05-27","Asterionella","4.5",39015.0590965561
"FCR","50","2019-05-27","Chlorophyte sp. 1","4.5",14434.2964365932
"FCR","50","2019-05-27","Cryptomonas","4.5",108771.265170339
"FCR","50","2019-05-27","Dinobryon","4.5",4556.06120860987
"FCR","50","2019-05-27","Dolichospermum","4.5",12389.2664274439
"FCR","50","2019-05-27","Monomastix","4.5",274.155677808038
"FCR","50","2019-05-27","Parvodinium","4.5",26632.6534154801
"FCR","50","2019-05-27","Pseudanabaena","4.5",21165.8892473969
"FCR","50","2019-05-27","Rhodomonas","4.5",8966.94683190639
"FCR","50","2019-05-27","Synedra","4.5",49087.3852123405
"FCR","50","2019-06-03","Ankistrodesmus","5",481.914277396941
"FCR","50","2019-06-03","Asterionella","5",23996.3464624022
"FCR","50","2019-06-03","Chlorophyte sp. 1","5",16269.4260049207
"FCR","50","2019-06-03","Cryptomonas","5",210757.177314929
"FCR","50","2019-06-03","Dinobryon","5",856.736493150118
"FCR","50","2019-06-03","Nitzchia","5",4676.93697995356
"FCR","50","2019-06-03","Parvodinium","5",14483.1304167027
"FCR","50","2019-06-03","Pseudanabaena","5",137249.186202649
"FCR","50","2019-06-03","Rhodomonas","5",1443.60099095795
"FCR","50","2019-06-03","Schroederia","5",1070.92061643765
"FCR","50","2019-06-03","Snowella","5",1233.70055013617
"FCR","50","2019-06-03","Synedra","5",17453.2925199433
"FCR","50","2019-06-10","Ankistrodesmus","0.1",257.020947945035
"FCR","50","2019-06-10","Aphanocapsa","0.1",863.590385095319
"FCR","50","2019-06-10","Chlorophyte sp. 1","0.1",12879.8337434216
"FCR","50","2019-06-10","Cryptomonas","0.1",54735.1810743747
"FCR","50","2019-06-10","Dinobryon","0.1",18642.5860909466
"FCR","50","2019-06-10","Dolichospermum","0.1",1609636.52333044
"FCR","50","2019-06-10","Parvodinium","0.1",39965.5812775952
"FCR","50","2019-06-10","Pseudanabaena","0.1",61.6850275068085
"FCR","50","2019-06-10","Rhodomonas","0.1",7315.29747403897
"FCR","50","2019-06-17","Aphanocapsa","3",2324.61168474732
"FCR","50","2019-06-17","Chlorophyte sp. 1","3",25451.8591995843
"FCR","50","2019-06-17","Cryptomonas","3",15352.7179572501
"FCR","50","2019-06-17","Dinobryon","3",7425.04960730102
"FCR","50","2019-06-17","Dolichospermum","3",924270.175116831
"FCR","50","2019-06-17","Nitzchia","3",6544.98469497874
"FCR","50","2019-06-17","Parvodinium","3",45442.2174489416
"FCR","50","2019-06-17","Pseudanabaena","3",23455.7317094639
"FCR","50","2019-06-17","Rhodomonas","3",17575.6635781436
"FCR","50","2019-06-17","Selenastrum","3",514.041895890071
"FCR","50","2019-06-17","Synedra","3",81812.3086872342
"FCR","50","2019-06-24","Ankistrodesmus","2.5",2168.97122182505
"FCR","50","2019-06-24","Aphanocapsa","2.5",54899.6744810595
"FCR","50","2019-06-24","Chlorophyte sp. 1","2.5",34675.5528237579
"FCR","50","2019-06-24","Cryptomonas","2.5",23166.1547747792
"FCR","50","2019-06-24","Dinobryon","2.5",2056.16758356028
"FCR","50","2019-06-24","Dolichospermum","2.5",2199670.94616293
"FCR","50","2019-06-24","Monomastix","2.5",603.142491177683
"FCR","50","2019-06-24","Nitzchia","2.5",3534.29173528852
"FCR","50","2019-06-24","Parvodinium","2.5",36367.2583569358
"FCR","50","2019-06-24","Pseudanabaena","2.5",10116.3445111166
"FCR","50","2019-06-24","Rhodomonas","2.5",20583.1285173913
"FCR","50","2019-06-24","Selenastrum","2.5",843.028709259716
"FCR","50","2019-06-24","Spondylosium","2.5",32898.6813369645
"FCR","50","2019-07-01","Ankistrodesmus","3",11565.9426575266
"FCR","50","2019-07-01","Aphanocapsa","3",65016.0189921761
"FCR","50","2019-07-01","Asterionella","3",7464.75770951718
"FCR","50","2019-07-01","Chlorophyte sp. 1","3",40148.2553180539
"FCR","50","2019-07-01","Cryptomonas","3",101437.600788974
"FCR","50","2019-07-01","Cyclotella","3",16449.3406684823
"FCR","50","2019-07-01","Dinobryon","3",10425.5311922001
"FCR","50","2019-07-01","Dolichospermum","3",4997375.49244758
"FCR","50","2019-07-01","Monomastix","3",274.155677808038
"FCR","50","2019-07-01","Nitzchia","3",15398.8945462416
"FCR","50","2019-07-01","Oocystis","3",3070.54359145002
"FCR","50","2019-07-01","Parvodinium","3",10527.5780278286
"FCR","50","2019-07-01","Pseudanabaena","3",78167.2668566277
"FCR","50","2019-07-01","Rhodomonas","3",14051.3557858309
"FCR","50","2019-07-01","Selenastrum","3",873.87122301312
"FCR","50","2019-07-01","Spondylosium","3",115145.384679376
"FCR","50","2019-07-01","Staurastrum","3",5997.15545205082
"FCR","50","2019-07-01","Staurodesmus","3",9595.44872328132
"FCR","50","2019-07-08","Aphanocapsa","2.4",9050.56431363784
"FCR","50","2019-07-08","Asterionella","2.4",24548.9053420324
"FCR","50","2019-07-08","Chlorophyte sp. 1","2.4",34855.4949028872
"FCR","50","2019-07-08","Cryptomonas","2.4",30842.5137534042
"FCR","50","2019-07-08","Cyclotella","2.4",25808.6798080187
"FCR","50","2019-07-08","Dictyosphaerium","2.4",8772.9816898572
"FCR","50","2019-07-08","Dolichospermum","2.4",1065390.89641626
"FCR","50","2019-07-08","Nitzchia","2.4",0
"FCR","50","2019-07-08","Oocystis","2.4",7934.23666306324
"FCR","50","2019-07-08","Parvodinium","2.4",26647.9318829413
"FCR","50","2019-07-08","Rhodomonas","2.4",59014.7512049582
"FCR","50","2019-07-08","Selenastrum","2.4",185.055082520425
"FCR","50","2019-07-08","Spondylosium","2.4",287863.461698439
"FCR","50","2019-07-15","Ankistrodesmus","3",5880.63928898241
"FCR","50","2019-07-15","Aphanocapsa","3",7529.00030180323
"FCR","50","2019-07-15","Chlorophyte sp. 1","3",39652.1226418166
"FCR","50","2019-07-15","Cryptomonas","3",74289.0135178481
"FCR","50","2019-07-15","Cyclotella","3",234385.997211577
"FCR","50","2019-07-15","Dolichospermum","3",1493863.32214888
"FCR","50","2019-07-15","Oocystis","3",14033.0558943372
"FCR","50","2019-07-15","Parvodinium","3",49680.2438558146
"FCR","50","2019-07-15","Pseudanabaena","3",3084.25137534042
"FCR","50","2019-07-15","Rhodomonas","3",19647.366650113
"FCR","50","2019-07-15","Spondylosium","3",41047.197316259
"FCR","50","2019-07-15","Staurastrum","3",53460.3571725673
